accession,secondary_accession,bioproject,study_name,body_sites,samples_count,biome_lineages,centre_name,last_update
MGYS00003598,ERP107925,PRJEB25958,EMG produced TPA metagenomics assembly of the Human Skin Microbiome Metagenome (human skin metagenome) data set.,skin,94,root:Host-associated:Human:Skin,EMG,2020-05-28T13:57:02
MGYS00005358,SRP098507,PRJNA363080,stool samples Raw sequence reads,gut,94,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Inova Translational Medicine Institute,2020-05-17T20:55:17
MGYS00006393,SRP346149,PRJNA780512,BreathDx - Diversity and composition of the lung microbiome in patients with suspected ventilator-associated pneumonia,respiratory,93,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Amsterdam UMC - AMC location,2023-09-03T01:47:40
MGYS00002148,SRP026653,PRJNA210875,Bacterial community development in experimental gingivitis,oral,92,root:Host-associated:Human:Digestive system:Oral,King's College London,2019-11-07T16:53:43
MGYS00002436,ERP106707,PRJEB24848,EMG produced TPA metagenomics assembly of the Characterization of the distal gut microbiota in obese patients following a weight-loss intervention using whole metagenome shotgun sequencing (human gut metagenome) data set.,gut,92,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-06-21T11:06:12
MGYS00002038,ERP104200,PRJEB22519,EMG produced TPA metagenomics assembly of the Roux-en-Y gastric bypass surgery of morbidly obese patients shows swift and persistent changes of the individual gut microbiota (GBP) data set,gut,91,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2020-05-17T20:38:43
MGYS00006276,ERP128187,PRJEB44168,Oral microbiome data of never-smoking subjects with lung adenocarcinoma,oral,90,root:Host-associated:Human:Digestive system:Oral,Korea Food Research Institute,2023-08-04T23:14:44
MGYS00002277,SRP119591,PRJNA413647,Oral microbiome of young adults,oral,89,root:Host-associated:Human:Digestive system:Oral:Saliva,Zhejiang Chinese Medical University,2019-11-07T16:55:31
MGYS00003894,SRP158183,PRJNA486437,feces metagenome,gut,89,root:Host-associated:Human:Digestive system:Large intestine:Fecal,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention",2019-11-07T16:53:31
MGYS00006641,ERP127228,PRJEB43277,EMG produced TPA metagenomics assembly of PRJNA547717 data set (human oral metagenome Raw sequence reads).,oral,88,root:Host-associated:Human:Digestive system:Oral,EMG,2024-03-28T13:09:42
MGYS00001280,ERP014628,PRJEB13092,Reduced diversity and altered composition of the gut microbiome in individuals with Myalgic Encephalomyelitis/ChronicFatigue Syndrome,gut,88,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CORNELL,2016-10-21T14:08:13
MGYS00002146,SRP009299,,Distinct and Complex Bacterial Profiles in Human Periodontitis and Health  Revealed by 16S Pyrosequencing,oral,87,root:Host-associated:Human:Digestive system:Oral,Oak Ridge National Laboratory,2018-01-22T16:22:19
MGYS00002138,ERP106248,PRJEB24421,Effect of Yoga and low-FODMAP diet in the intestinal microbiota of patients with IBS,gut,86,root:Host-associated:Human:Digestive system:Large intestine:Fecal,TUM,2018-01-18T14:24:21
MGYS00006453,SRP361980,PRJNA811494,ITS2 and whole metagenomics from stool of human lung cancer patients from hungary,gut,86,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoell Institute (HKI),2023-09-06T12:44:03
MGYS00006805,ERP148499,PRJEB63337,EMG produced TPA metagenomics assembly of PRJDB9649 data set (Fecal microbiota transplantation alleviates diabetes peripheral neuropathy).,gut,86,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-04-28T22:00:36
MGYS00006382,SRP326296,PRJNA741774,The airway microbiota of non-small-cell lung cancer patients and its relationship to tumor stage and EGFR gene mutation,respiratory,85,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,"Nanfang Hospital, Southern Medical University, Guangzhou 510515, China",2023-09-02T23:30:35
MGYS00006574,ERP149395,PRJEB64259,EMG produced TPA metagenomics assembly of PRJEB42572 data set (Dental plaque microbiomes from hunter-gatherer and subsistence farmer populations in Cameroon).,oral,85,root:Host-associated:Human:Digestive system:Oral,EMG,2024-02-06T05:21:54
MGYS00006295,SRP036061,PRJNA234009,Effect of storage on the microbial community present in Cystic fibrosis sputum,respiratory,84,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,CEH,2023-08-14T20:01:38
MGYS00006862,ERP175206,PRJEB92327,Metagenome assembly of PRJNA715245 data set (human gut metagenome Metagenome),gut,84,root:Host-associated:Human:Digestive system:Large intestine,EMG,2026-04-24T07:54:59
MGYS00006497,SRP124269,PRJNA415684,16S bacterial profiling in bronchoalveolar lavage fluid from patients with Cystic Fibrosis,respiratory,84,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Curtin University,2023-09-25T12:56:40
MGYS00006755,SRP097190,PRJNA362214,gut metagenome Raw sequence reads,gut,83,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Wisconsin - Madison,2025-03-06T17:20:59
MGYS00002397,ERP109116,PRJEB27076,Mucosal microbiome and 5-ASA concentration in the left hemicolon and rectum in patients with quiescent ulcerative colitis,gut,83,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,NTNU,2018-06-08T13:36:21
MGYS00002064,ERP105247,PRJEB23489,16S data from FMT trial for the treatment of recurrent Clostridium difficile infection,gut,83,root:Host-associated:Human:Digestive system:Large intestine:Fecal,MIT,2017-11-27T09:21:41
MGYS00006640,ERP150574,PRJEB65451,EMG produced TPA metagenomics assembly of PRJNA678453 data set (Species-specific gene expression of the oral microbiota in health and diesease).,oral,82,root:Host-associated:Human:Digestive system:Oral,EMG,2024-03-26T18:04:09
MGYS00002701,ERP110218,PRJEB28053,"Airway metagenome of children in Kilifi, Kenya",respiratory,82,root:Host-associated:Human:Respiratory system,KEMRI-Wellcome Trust Research Programme,2018-08-07T09:43:14
MGYS00006553,ERP152995,PRJEB67980,EMG produced TPA metagenomics assembly of PRJEB27928 data set (Meta-analysis of fecal metagenomes reveals global microbial signatures that are specific for colorectal cancer.).,gut,82,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2024-01-09T03:36:29
MGYS00000351,ERP005185,PRJEB5761,Gut microbiota in chronic kidney disease,gut,81,root:Host-associated:Human:Digestive system:Large intestine:Fecal,SMU,2016-01-20T14:12:06
MGYS00006503,SRP144030,PRJNA450612,Lower respiratory microbiota from pediatric BAL samples,respiratory,81,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Children's Hospital of Philadelphia,2023-09-25T15:52:16
MGYS00005327,ERP116614,PRJEB33795,EMG produced TPA metagenomics assembly of the PRJNA477326 data set (Identification of bloodstream pathogens in the gut microbiome).,gut,80,root:Host-associated:Human:Digestive system:Large intestine,EMG,2020-05-17T12:12:18
MGYS00002219,SRP097643,PRJNA362794,human oral  metagenome Raw sequence reads,oral,80,root:Host-associated:Human:Digestive system:Oral:buccal mucosa,"Ninth People's Hospital, School of Medicine, Shanghai Jiao Tong University",2019-11-07T16:54:54
MGYS00001210,SRP077632,PRJNA323360,Raw sequence reads of human sleep apnea patients gut microbiome,gut,79,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Los Alamos National Laboratory,2019-11-07T16:52:56
MGYS00005346,SRP150988,PRJNA477326,Identification of bloodstream pathogens in the gut microbiome,gut,79,root:Host-associated:Human:Digestive system:Large intestine,"Department of Medicine, Stanford University",2020-05-17T11:22:59
MGYS00006380,SRP323777,PRJNA736821,Study of gut microbial diversity in lung cancer,gut,79,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Zhejiang Chinese Medical University,2023-09-02T22:46:00
MGYS00001541,SRP045568,PRJNA258387,Fecal microbiota of toddlers Metagenome,gut,78,root:Host-associated:Human:Digestive system:Large intestine:Fecal,The Ohio State University,2019-11-07T16:53:18
MGYS00006326,SRP041659,PRJNA246158,Changes in the Lung Microbiome Following Lung Transplantation Include the Emergence of Two Distinct Pseudomonas Species with Distinct Clinical Associations,respiratory,78,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Michigan,2023-09-01T20:06:03
MGYS00006268,ERP113517,PRJEB31011,Comparison of five DNA extraction and purification methods for microbiome characterization from the lung tissue.,respiratory,78,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,FISABIO,2023-08-02T16:43:44
MGYS00006426,SRP423066,PRJNA935808,Distinct community structures of the fungal microbiome and respiratory health in adults with cystic fibrosis,respiratory,78,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Children's Hospital of Philadelphia,2023-09-03T13:42:41
MGYS00006352,SRP285673,PRJNA666192,CF Sputum Microbiome Profiles Associated with Lung Function,respiratory,77,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Georgia Institute of Technology,2023-09-02T03:12:35
MGYS00002213,SRP008130,PRJNA73017,Oral cavity microbiome analysis vs. pneumonia risk,oral,76,root:Host-associated:Human:Digestive system:Oral,Yale University,2018-02-14T12:31:41
MGYS00006222,ERP118779,PRJEB35687,Gut microbiome alterations after high-fat low-carbohydrate weight reduction diet: pros and cons,gut,76,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Competence Center of Food and Fermentation Technologies,2023-07-18T11:38:12
MGYS00006005,SRP354185,PRJNA795857,Characterization of the faecal microbiome of osteoporotic patients in Koreans,gut,76,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Soonchunhyang University,2022-03-24T11:37:01
MGYS00006476,SRP188475,PRJNA516442,Depletion of human DNA from complex clinical samples for metagenomic sequencing,respiratory,76,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Washington,2023-09-25T21:14:04
MGYS00000580,ERP013262,PRJEB11846,Gut microbiota of Juvenile Idiopathic arthritis,gut,75,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF FLORENCE,2024-01-08T11:25:05
MGYS00002434,ERP109375,PRJEB27307,DEHP Alters Gut Microbiota in Human Neonates,gut,75,root:Host-associated:Human:Digestive system:Large intestine:Fecal,TMU-RCCTM,2018-06-20T09:08:58
MGYS00006419,SRP386769,PRJNA859507,Dynamic changes of intestinal flora and metabolic function in patients with postoperative pneumonia after lung cancer surgery,gut,75,root:Host-associated:Human:Digestive system:Large intestine:Fecal,The Second Affiliated Hospital of Fujian University of Traditional Chinese Medicine,2023-09-03T13:10:07
MGYS00006418,SRP377736,PRJNA843353,lung cancer manifested as radiological ground-glass opacity Raw sequence reads,respiratory,74,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"The First Affiliated Hospital, Zhejiang University School of Medicine",2023-09-03T12:58:20
MGYS00006513,SRP181201,PRJNA516455,Mycobiome of mock communities and the human lung.,respiratory,74,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Public Health Ontario,2023-09-25T18:01:06
MGYS00001766,ERP023000,PRJEB20814,Clinical study of saliva metabolomics and microbiomics in respiratory diseases,oral,74,root:Host-associated:Human:Digestive system:Oral:Saliva,Aberystwyth University,2017-05-23T16:30:13
MGYS00006561,ERP141739,PRJEB56771,EMG produced TPA metagenomics assembly of PRJNA797778 data set (Vaginal Microbiome Research Consortium).,urogenital,74,root:Host-associated:Human:Reproductive system:Vagina,EMG,2023-12-29T03:28:35
MGYS00000521,ERP011562,PRJEB10326,The Effect of Propidium Monoazide Treatment on Identification of Bacterial Communities of Very Low Birth Weight Preterm Infant Faeces Analysed by 16s rRNA Gene Sequencing,gut,73,root:Host-associated:Human:Digestive system:Large intestine:Fecal,"NORTHUMBRIA UNIVERSITY, NEWCASTLE",2016-01-20T14:12:06
MGYS00005101,SRP057859,PRJNA281366,Skin metagenomes,skin,73,root:Host-associated:Human:Skin,University of Trento,2020-02-07T20:32:10
MGYS00004399,SRP067029,PRJNA304249,Shallow coastal lagoon Metagenome,gut,73,root:Host-associated:Human:Digestive system:Large intestine,University of Aveiro,2019-11-07T16:52:45
MGYS00006014,SRP329604,PRJNA726992,Upper respiratory microbiome during SARS-CoV-2,respiratory,73,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Nasal cavity,Vanderbilt University Medical Center,2022-04-29T19:43:46
MGYS00001373,ERP020673,PRJEB18720,characterization of cervico-vaginal microbiota associated with HPV infection,urogenital,72,root:Host-associated:Human:Reproductive system:Female,UNIVERSITY OF FLORENCE,2017-01-05T10:44:20
MGYS00001175,ERP009131,PRJEB8094,The initial state of the human gut microbiome determines its reshaping by antibiotics,gut,72,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UL,2016-07-25T09:22:54
MGYS00002188,ERP005509,PRJEB6047,Community structure analysis in chronic periodontitis and novel oral sampling sites for detecting disease indicators,oral,72,root:Host-associated:Human:Digestive system:Oral,UNIVERSITY OF WATERLOO,2018-02-05T09:54:27
MGYS00005619,ERP123477,PRJEB39906,EMG produced TPA metagenomics assembly of PRJEB8094 data set (The initial state of the human gut microbiome determines its reshaping by antibiotics).,gut,72,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-11-10T23:08:23
MGYS00005392,ERP114010,PRJEB31446,EMG produced TPA metagenomics assembly of the PRJEB7772 data set (An analysis of the composition of viruses and bacteria in stool samples from IBD patients and healthy controls.).,gut,71,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-22T02:15:18
MGYS00006271,ERP117039,PRJEB34172,Respiratory airway microbiomes in stage I non-small cell lung cancer,respiratory,71,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,ROSWELL PARK CANCER INSTITUTE,2023-08-02T17:40:41
MGYS00005569,SRP256368,PRJNA625082,"human oral microbiome, metagenomic assembly",oral,71,root:Host-associated:Human:Digestive system:Oral,Marine Biological Laboratory,2020-07-28T18:12:23
MGYS00006517,SRP200039,PRJNA545329,"Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part II",respiratory,70,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Michigan,2023-09-25T19:04:04
MGYS00006292,SRP248397,PRJNA606061,Gut microbiome predicts efficacy and immune-related toxicities of advanced non-small cell lung cancer patients treated with anti-PD-1/PD-L1 Ab-based immunotherapy,gut,70,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CRCHUM,2023-08-14T19:31:30
MGYS00005816,ERP125466,PRJEB41655,EMG produced TPA metagenomics assembly of PRJEB8347 data set (Temporal and technical variability of human gut metagenomes).,gut,69,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2021-10-20T08:44:05
MGYS00005817,ERP009422,PRJEB8347,Temporal and technical variability of human gut metagenomes,gut,69,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL - Germany,2021-10-17T23:23:37
